fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,class
9.59959401679479,0.6005930115671201,0.38936639011235874,2.4707554048492044,0.07953371041040813,15.588951735068019,46.470349421643995,0.998305524132466,3.2788139768657594,0.5335174710821997,9.441104826493198,4.0
7.1065181672796385,0.629811255997149,0.03,2.567409163601807,0.07369296603630317,18.45111374540271,43.20926145450226,0.9956290222749081,3.420788981089095,0.484837045818009,9.532075039980993,4.0
7.47448221424472,0.6202583995369172,0.09768952588312085,4.185863634046433,0.08618620553561179,6.093102767805899,28.441383393164603,0.9972882766786328,3.368827667863292,0.49720691696582303,9.093102767805899,4.0
7.0027842420466735,0.4408781998131033,0.2184153091701986,2.0691647273859983,0.09747749334994638,4.0,7.102784242046673,0.9948851833444804,3.431777260636266,0.5543039394883317,11.163596243292652,4.0
7.460167222865332,1.087614965719916,0.09203344457306645,3.2294565256876706,0.08699581942836669,5.0,12.09958194283667,0.995919498331404,3.527054347431233,0.5970125417148999,11.180083611432666,4.0
7.243171020091287,0.8118692741226434,0.022013912563603924,1.9366898542726732,0.07519443497455844,5.266202914546536,11.633101457273268,0.9964264811658187,3.4097107231180788,0.5450347814090098,10.140278251272079,4.0
6.872932770153571,0.6733902979104871,0.006780595820974014,3.282910626853898,0.06208544686573052,10.3219404179026,20.0,0.9954292282614989,3.355071658506364,0.7362954913453243,10.918522543273378,4.0
7.288893404457725,0.7149209574612662,0.05857113828486052,3.3063437231584762,0.07533340106686588,14.301580850774679,27.95237127616202,0.9961339765110084,3.3960316170154936,0.4990474255232404,10.576185638081009,4.0
8.471146814644287,0.8796378116893158,0.04177867036610718,1.6629778394351198,0.07417786703661072,6.096177284519042,19.27404432112976,0.9962531750691842,3.264374238253131,0.6153883655230468,9.490382271548095,4.0
7.397110259952577,1.0599539890746288,0.08971102599525771,3.0073992339573197,0.08702889740047422,4.794220519905155,12.102889740047424,0.9957763353597892,3.548231179203794,0.6020577948009485,11.230866922014226,4.0
6.958079006028836,0.6912913575734884,0.07983777818386055,3.7080469212506992,0.07037118509043254,14.774172848530235,28.661259272795352,0.9955290587538813,3.4054834569706047,0.513225185455907,10.930629636397676,4.0
6.954087117899663,0.8758807096079317,0.04679253275145743,1.9779875545857624,0.06528298689941703,4.440248908284753,11.220124454142375,0.9960960995633139,3.4881763537129484,0.6069813318786436,10.635850655029149,4.0
7.649422152308002,0.7758196520770577,0.21256386046131326,1.9073905061537137,0.07804622781535989,3.6420316461542876,8.357968353845711,0.9971964203164615,3.3492609493846284,0.41591240492297094,9.529562024614854,4.0
7.965376056007922,0.7249516021002971,0.0,2.651451936991088,0.07898064084011883,11.91586003500495,23.663440140019805,0.9977191661085153,3.385889797549653,0.4684139964995049,9.785107922989107,4.0
7.1929054432202335,0.7331801235972272,0.004848861422838413,1.8353485143621544,0.08335348514362155,6.0,12.161628714094613,0.9964387660374754,3.3917211885102763,0.5110117328322998,9.764651485637845,4.0
7.601445811472921,0.6560879437302176,0.10347711778606383,2.885494083597099,0.05718843350821664,4.797108377054158,9.10144581147292,0.9962530457644279,3.369855418852708,0.5510144581147293,11.011590392620214,4.0
6.988357777557467,0.7668071282102124,0.0,1.978714188068082,0.07455429743183016,6.0,12.39357094034041,0.9966885143247728,3.4383927350851025,0.5372285128408492,9.818071282102123,4.0
7.8963211793533485,0.8831605896766741,0.030367882064665185,1.8064379361316407,0.058,4.0091970516166295,8.00919705161663,0.9971919065945773,3.3601839410323326,0.3320233513556585,9.116554692909933,4.0
6.810147154286603,0.7216033325750733,0.08695585371401904,3.7173512228411423,0.06728969919993778,14.695585371401904,29.202943085732063,0.995195352521139,3.420147154286603,0.5108675611420571,11.130441462859809,4.0
7.664451238375639,0.782368039577957,0.20161409775489159,1.9009494692675832,0.07684390092994889,3.6635017691080556,8.336498230891944,0.9971966350176911,3.3499050530732415,0.4107595754140666,9.503797877070333,4.0
8.100506158384622,0.7309363930115504,0.0013666276384790455,2.4979753664615125,0.08103543108692353,11.974692080768907,23.994938416153783,0.9979709903807538,3.3793926099384537,0.4600506158384622,9.602024633538488,4.0
7.294464702306752,0.7523636231378744,0.03125656359922491,1.3321616102834997,0.08808080514174987,8.678383897165002,19.839191948582503,0.9960979798714563,3.2230666569677746,0.9835151691495009,9.296484830850499,4.0
9.475824568913705,0.6080506484253365,0.26953180846603386,3.0462013680997586,0.07923100684049879,6.0,27.64620136809976,0.997630145767423,3.240107474703642,0.5451266210633414,9.631772694886779,4.0
8.523241920922922,0.6272973799423174,0.3415137118615616,2.2464838418458455,0.0886918951976927,15.616209604614614,52.22705677923424,0.9974962157203461,3.294594759884635,0.5515137118615616,10.061084717461963,4.0
7.4872542366963595,0.8566668282308841,0.15137239695916782,2.0,0.0876960774809948,13.044116221492198,62.82353511403121,0.9962764697328953,3.336078450380104,0.589558837785078,9.7480387404974,4.0
6.260673273651399,1.0817820984659796,0.13036847570290078,1.6345615856763358,0.15316137800531296,7.0,19.89707723784224,0.9944933924808133,3.4461753657294656,0.47775730690539436,9.844853861892112,4.0
7.612179221347536,0.7425287145670303,0.09044236351701745,1.8863462335957393,0.07066411426070843,4.0,7.712179221347536,0.9964574223910766,3.383025662292197,0.401955194663116,9.761987790900667,4.0
10.57982892376376,0.44153010950038396,0.39255018250064,1.6948996349987202,0.12802007300025597,34.1020073000256,50.2882527375096,0.9977431523725083,3.39186245437484,0.7840802920010239,9.92372490874968,4.0
8.530159879263708,0.6268650075460183,0.3404760181104439,2.260319758527414,0.08867460030184074,15.650799396318536,52.07140271656659,0.9974988099547238,3.2937300150920366,0.5504760181104439,10.042060332024805,4.0
7.792893833898077,0.7760614760983899,0.1339385239016101,4.585965620472097,0.09623858445197436,26.295611733465684,48.01403437952791,0.9963892626904884,3.5292982810236047,0.5912630941575113,10.87043882665343,4.0
9.395624071619736,0.6029926579809443,0.3665697491810292,2.55474302933305,0.08169339218284988,15.948898697141644,46.35036710095279,0.9981255506514292,3.2740146840381112,0.5275183550476393,9.405110130285836,4.0
8.028602138889521,0.8050442037809571,0.008492234104941779,2.2,0.07392019132715139,4.698446820988356,13.849223410494178,0.9965296224538585,3.3652329768517464,0.5860310635802328,11.07538829475291,4.0
7.754896759990446,0.7660616081506494,0.24603290246102405,2.0315225784600686,0.08594567735380207,7.6847742153993135,23.0,0.9960801645123051,3.3045103240009555,0.4563045156920137,9.674732247685327,4.0
6.627323441334188,0.6152462905003208,0.09,3.9,0.09174302681654906,14.568308603335472,29.863382793329055,0.9959134385787967,3.4488522256998078,0.5847537094996793,11.056830860333546,4.0
7.422017941126624,0.7221536455226416,0.026557233747966473,1.3187349535656185,0.08136747678280926,8.812650464343815,19.90632523217191,0.9962658130804298,3.2009126733832702,1.0237951393031446,9.256204860696855,4.0
8.96188844550698,0.7389918989484244,0.20735431606118868,2.1986600258129236,0.08919289507648584,21.116547151049062,106.8653784990387,0.9985973200516258,3.2592832668260474,0.9434964145314719,9.908974766730754,4.0
7.60608094707269,0.7380404735363452,0.05939190529273099,2.3143583426227923,0.058,4.7347976323182746,8.734797632318275,0.9965533780835599,3.3746959526463653,0.49165547911002044,10.422635738172895,4.0
8.17560103566209,0.7678005178310459,0.0,2.273196893013725,0.08704808285296733,12.756010356620916,25.51202071324183,0.9978439181358082,3.3724398964337907,0.46,9.6,4.0
8.016332719732581,0.8740484167871332,0.0010795778099021783,3.248720054029646,0.09462353829237473,26.404841678713318,61.64774668594131,1.0000759180781533,3.6040484167871334,0.7135225331405869,9.818892611673288,4.0
8.557912718933633,0.5657239089866705,0.21082495334670978,1.7965488623333803,0.07121380455066649,15.820706825999718,43.965488623333805,0.9969758420363337,3.3424831592733266,0.5114478179733408,9.235858634800056,4.0
8.043181377929155,0.808949078259537,0.2797158100340598,2.0,0.08097158100340598,11.431813779291547,62.13637244141691,0.9966203967036853,3.2921590688964577,0.4897158100340598,9.864772066893732,4.0
6.547544549601095,0.5853292061004106,0.09,3.9,0.10271262442984946,14.368861374002737,30.262277251994526,0.9962245762565557,3.466802476339754,0.6146707938995895,11.036886137400273,4.0
5.728537830520933,0.6051533090302159,0.1643632087520846,2.366745305395857,0.06446462351937593,8.615566089375054,69.30896262562538,0.9949594340930834,3.803561312664575,0.5764150957166682,12.730660346374966,4.0
8.19683548827377,0.8167747993960721,0.03492088720684424,1.548681453447404,0.07349208872068443,7.010548372420768,19.502637093105193,0.9963308966116559,3.2346571778963247,0.7616877395873229,9.398945162757922,4.0
7.269238446149457,0.5905823928814876,0.0,2.073071165387908,0.0741926339613519,6.576903884626359,13.153807769252719,0.9958257989788292,3.3746142330775815,0.5419213496163723,10.392284661551631,4.0
6.6745601589841375,0.8476188071633977,0.11387765407282957,1.7940141550550912,0.06864084930330547,26.22446918543408,80.07482306181136,0.9955533629899952,3.479115268399625,0.534176946320075,9.859726998035477,4.0
6.717145792678826,0.6041427103660586,0.10543121341094404,1.6976214938990224,0.077785934450912,3.8047570122019554,8.195242987798045,0.9945906348505876,3.33,0.4090485975596089,10.380475701220195,4.0
8.877961692209205,0.7872038307790796,0.03167356345784516,1.7665287308430968,0.07577961692209205,4.277547884738494,14.0,0.99763918774984,3.2983264365421547,0.5511019153895398,10.060812250160042,4.0
7.2473048738032295,0.6639420728169358,0.050345934629140096,2.24730487380323,0.061088495986849414,4.719227637559144,8.719227637559143,0.9956573772246395,3.3659613818779572,0.499460974760646,10.759613818779572,4.0
6.792705210070563,0.9019757310776203,0.05854104201411277,2.004863193286291,0.060875374791532336,3.9756840335685464,11.048631932862907,0.995911489411749,3.5321884369788306,0.6395136806713709,10.914589579858873,4.0
7.916377836725734,0.7126397362223619,0.028362216327426575,2.979960949004231,0.08793641688772151,10.518306071350175,27.063583112278497,0.9976581889183629,3.3735452770409284,0.4741811081637133,9.3872833775443,4.0
7.047954951169868,0.6977110679407049,0.0740600388533656,3.5989118450080166,0.07171932426754804,14.645778641185903,28.468667961778852,0.995693403339282,3.4029155728237184,0.509373359235577,10.834333980889426,4.0
6.9178624246941265,0.40131286897294627,0.2578624246941257,2.1,0.10271449698776502,3.940458584352914,7.119082831294172,0.994773021438213,3.4334504442788205,0.579404585843529,11.334504442788205,4.0
7.546071422997413,1.08205893255685,0.11382142689922375,3.2474285535917207,0.08434142877209314,4.907857154005175,11.907857154005175,0.9957935500007804,3.5280214300206727,0.5981571430801035,11.23685713839793,4.0
8.43405424391182,0.6328716097555113,0.35489186341322687,2.068108487823641,0.08891486439022046,15.170271219559103,54.23377951198404,0.9974627703414669,3.3057432195110223,0.5648918634132268,10.306350829242493,4.0
7.340888909821189,0.6059682599489111,0.08662856604598,1.5220952201532667,0.07570158700255444,9.0,21.110476100766334,0.996259396844834,3.2514349140561976,0.8393968448339612,9.144476194961683,4.0
10.145901842148964,0.24251985938838264,0.3655175812066284,2.201545661652887,0.057154566165288676,14.077283082644337,35.93817353388453,0.9961452552496198,3.2344824187933714,0.4912365293223094,9.326276248099076,4.0
8.771327425035091,0.6117920359353068,0.30430088624473645,2.7426548500701804,0.08807168143741229,16.85663712517545,46.64513293671047,0.9975892477843882,3.2635840718706137,0.5143008862447365,9.378849581153503,4.0
6.571273659326926,0.5942276222475972,0.09,3.9,0.09944987184254772,14.428184148317314,30.143631703365372,0.996132032728625,3.461463426651442,0.6057723777524029,11.042818414831732,4.0
6.796665481904367,0.692004265144279,0.08966654819043669,3.8466477104698713,0.06796665481904367,15.133380723825322,29.10003554286899,0.9952813480243858,3.4136679699051964,0.5216672590478165,11.096665481904367,4.0
7.225466016037523,0.5910959069877779,0.5214461883155189,2.089085993126776,0.11196271871699817,3.0363800229107474,8.963619977089254,0.9971903638002291,3.3310914006873227,0.5612687945014206,10.256343972507104,4.0
8.649883925705488,0.7089524943011496,0.1944097163359792,2.376388653439168,0.09476388653439168,11.0,76.61689598985905,0.9978950455820988,3.2338078252425073,0.5973495272266319,9.508680143518543,4.0
6.998873766963408,0.7387208434584284,0.23466613295164973,2.0294448892069585,0.07234432880619078,10.116653323791242,63.58889778413917,0.9956013194567429,3.4696138241624475,0.5035559113655669,10.771681343829632,4.0
6.55403909144077,0.5877646592902889,0.09,3.9,0.10181962492689411,14.385097728601925,30.22980454279615,0.996199247543381,3.465341204425827,0.6122353407097112,11.038509772860193,4.0
7.306477672971914,0.7594658998544943,0.0,1.9297726656966285,0.08042728011640457,6.0,12.148863328483143,0.9967080909337214,3.3772158321207857,0.5078635994179772,9.744658998544942,4.0
8.662764622171993,0.3880306406187533,0.3033844010312555,1.873231197937489,0.0923537604125022,30.53537604125022,48.95076601546883,0.9965839972134063,3.4141538997421863,0.6414150416500088,9.968307799484373,4.0
8.274572485273113,0.9846612306700662,0.0567797098674437,1.7491521759941724,0.09144079642855096,5.338985493372185,19.0,0.995793895667158,3.3338985493372184,0.4467797098674437,9.633898549337218,4.0
6.4625558338874445,0.8449364986710484,0.11091179800666398,1.444319873754165,0.06051195581395774,34.795217674416904,100.06875707641609,0.9953068757076416,3.4885127448504267,0.7636471920266559,9.87952176744169,4.0
8.170229748423141,0.8476541709562733,0.06384522583921903,3.306384522583922,0.12881644608135856,26.383071355035312,61.51076180671375,1.0002085006032047,3.545093105778272,0.8017218890742004,9.774461909664312,4.0
8.451985101662514,0.6552419367838733,0.2721588081330011,2.312779142327519,0.08521588081330012,12.823821219950162,43.91191060997508,0.9976,3.2948014898337488,0.5239205959334995,9.230397020332502,4.0
10.175804255714032,0.8152698802790436,0.24347247345978573,1.628024468035746,0.07328024468035746,5.429938829910635,22.009571809374446,0.9969123929523436,3.2011140691205537,0.5087902127857016,9.943951063928507,4.0
7.983388207475078,0.7057058765573079,0.01943529875415371,2.441694103737539,0.08109717649377077,11.708470518687694,23.902823506229232,0.9977730140682682,3.3809717649377076,0.45708470518687694,9.546552928426078,4.0
6.823001445339834,1.0707503613349585,0.0676998554660166,2.176998554660166,0.06330995663980499,14.694949413105812,31.38499277330083,0.9954467878591454,3.513849927733008,0.4838989882621162,11.246002890679668,4.0
8.315913839833179,0.8415685782859708,0.012287614476019448,2.200994614989574,0.07032822294655933,5.009946149895737,14.0,0.9967109407648853,3.3201989229979145,0.5794032310062558,10.990053850104264,4.0
7.140084015236524,0.954687817790704,0.07221932350440052,2.0,0.08601941189334433,11.859915984763475,66.4396639390539,0.9957718730932558,3.3415949590858087,0.5831899181716171,9.45603360609461,4.0
8.573318609454947,0.7296844008145164,0.2684316400873189,3.785846216726921,0.07433503312872637,18.33503312872637,47.0,0.9974719542249895,3.4348676973381536,0.5310997791418243,10.37067255621802,4.0
6.634889620879249,0.6712262692807205,0.002452538561440891,3.9321192157838665,0.05883940392108067,10.754746143855911,20.0,0.9950786556234767,3.4156644601398276,0.6237660025974632,11.481169987012684,4.0
